,mer_id,loc_id,mer_loc_records,popularity,openning_date,last_purchase_date,average_purchase_interval
996,2924,6,110,0.0020760984448135286,20150807,20151129,1.0363636363636364
997,820,213,4759,0.6867243867243867,20150807,20151130,0.024164740491699938
998,820,369,677,0.5698653198653199,20150807,20151130,0.16986706056129985
999,4203,44,37,0.012312811980033278,20150807,20151130,3.108108108108108
1000,1146,164,22,0.023157894736842106,20150807,20150816,0.4090909090909091
1001,820,332,2382,0.7726240674667532,20150807,20151130,0.04827875734676742
1002,278,253,78,0.054016620498614956,20150807,20151130,1.4743589743589745
1003,4025,91,28,0.0010502231724241402,20150807,20150928,1.8571428571428572
1004,820,83,7168,0.7793845819288898,20150807,20151130,0.016043526785714284
1005,1186,63,160,0.020808947847574456,20150807,20151113,0.6125
1006,3498,480,82,0.007655681075529829,20150807,20150923,0.573170731707317
1007,820,125,4778,0.42683580489547973,20150807,20151130,0.024068647969861866
1008,592,152,74,0.07905982905982906,20150807,20151115,1.3513513513513513
1009,1539,188,2,0.00011285407967498025,20150807,20150809,1.0
1010,4264,190,6040,0.34124293785310733,20150807,20151130,0.01903973509933775
1011,8095,337,1,4.0019209220425806e-05,20150807,20150807,0.0
1012,3543,330,8,0.000637653435357883,20150807,20151115,12.5
1013,3847,498,2,0.045454545454545456,20150807,20150807,0.0
1014,3066,332,138,0.0447615958481998,20150807,20151130,0.8333333333333334
1015,820,57,3429,0.49140154772141015,20150807,20151130,0.033537474482356375
1016,5715,366,1,0.000784313725490196,20150807,20150807,0.0
1017,2900,369,79,0.0664983164983165,20150807,20151029,1.0506329113924051
1018,820,63,2508,0.3261802575107296,20150807,20151130,0.04585326953748006
1019,820,355,2109,0.410231472476172,20150808,20151130,0.05405405405405406
1020,820,457,3249,0.9425587467362925,20150808,20151130,0.03508771929824561
1021,2753,63,24,0.0031213421771361686,20150808,20151014,2.7916666666666665
1022,82,378,103,0.0268999738835205,20150808,20151129,1.0970873786407767
1023,4565,344,15,0.6,20150808,20151128,7.466666666666667
1024,4567,91,110,0.004125876748809122,20150808,20151129,1.0272727272727273
1025,6022,230,5,0.0002492522432701894,20150808,20150809,0.2
1026,7682,186,14,0.014598540145985401,20150808,20151126,7.857142857142857
1027,820,447,3252,0.9993853718500307,20150808,20151130,0.03505535055350553
1028,7755,72,728,0.26501638150709866,20150808,20151130,0.1565934065934066
1029,820,454,6344,0.8431685273790537,20150808,20151130,0.017969735182849937
1030,820,78,6878,0.6647979895611831,20150808,20151130,0.016574585635359115
1031,4264,337,2222,0.08892268288778614,20150808,20151130,0.05130513051305131
1032,2642,441,61,0.002471636952998379,20150808,20151130,1.8688524590163935
1033,1655,330,12,0.0009564801530368245,20150808,20150814,0.5
1034,4550,57,8,0.0011464603038119805,20150808,20151002,6.875
1035,4264,57,859,0.1231011751218114,20150808,20151130,0.13271245634458673
1036,6692,364,25,0.03561253561253561,20150808,20151130,4.56
1037,7202,27,4,0.007194244604316547,20150808,20151005,14.5
1038,8115,123,92,0.06406685236768803,20150808,20151113,1.0543478260869565
1039,2232,6,345,0.006511399667824249,20150808,20151130,0.33043478260869563
1040,8155,470,45,0.007429420505200594,20150808,20151127,2.466666666666667
1041,655,410,117,0.021840582415531083,20150808,20151128,0.9572649572649573
1042,5355,6,127,0.002396950022648347,20150808,20151130,0.8976377952755905
1043,4289,337,114,0.004562189851128542,20150808,20151129,0.9912280701754386
1044,8145,216,1,6.996921354603975e-05,20150808,20150808,0.0
1045,9960,17,160,0.01483679525222552,20150808,20151130,0.7125
1046,2160,78,75,0.007249178426445003,20150808,20151130,1.52
1047,4379,372,12,0.001276595744680851,20150809,20151124,8.916666666666666
1048,8,88,17,0.001673887357227255,20150809,20151130,6.647058823529412
1049,820,346,2865,0.27322143810795346,20150809,20151130,0.03944153577661431
1050,8479,254,90,0.006391137622496805,20150809,20151104,0.9666666666666667
1051,2307,441,168,0.006807131280388979,20150809,20151130,0.6726190476190477
1052,4264,134,384,0.6213592233009708,20150809,20151130,0.2942708333333333
1053,590,372,77,0.008191489361702128,20150809,20151028,1.0389610389610389
1054,2596,6,5,9.436811112788767e-05,20150809,20150919,8.2
1055,5915,17,93,0.008623887240356082,20150809,20151130,1.2150537634408602
1056,2174,132,29,0.005656329237370782,20150809,20151129,3.8620689655172415
1057,1094,159,23,0.017345399698340876,20150809,20151130,4.913043478260869
1058,8562,265,15,0.002470762642068852,20150809,20151126,7.266666666666667
1059,5227,57,132,0.018916595012897677,20150809,20151130,0.8560606060606061
1060,4264,25,1469,0.16010899182561308,20150809,20151130,0.07692307692307693
1061,2034,322,3,0.00045187528242205153,20150809,20151012,21.333333333333332
1062,278,294,46,0.18930041152263374,20150809,20151127,2.391304347826087
1063,278,404,72,0.01045599767644496,20150809,20151130,1.5694444444444444
1064,9805,358,1,0.0006313131313131314,20150809,20150809,0.0
1065,6076,26,13,0.05439330543933055,20150809,20151128,8.538461538461538
1066,12,490,552,0.15597626448149193,20150809,20151130,0.20471014492753623
1067,6240,110,12,0.045454545454545456,20150809,20150810,0.08333333333333333
1068,3034,185,145,0.3670886075949367,20150809,20151130,0.7793103448275862
1069,2368,348,64,0.0025961382443615124,20150810,20151128,1.71875
1070,3512,48,23,0.03945111492281304,20150810,20151118,4.3478260869565215
1071,3980,404,17,0.002468777229160616,20150810,20151123,6.176470588235294
1072,9744,355,21,0.004084808403034429,20150810,20151018,3.2857142857142856
1073,8527,40,113,0.049002601908065914,20150810,20151129,0.9823008849557522
1074,4483,112,5,0.0006043756799226399,20150810,20151123,21.0
1075,4264,172,2121,0.0536527370231711,20150810,20151130,0.052805280528052806
1076,6741,44,27,0.008985024958402662,20150810,20151130,4.148148148148148
1077,4264,348,2058,0.08348207042024988,20150810,20151130,0.05442176870748299
1078,9594,345,20,0.012461059190031152,20150810,20150912,1.65
1079,7829,385,19,1.0,20150810,20151130,5.894736842105263
1080,397,216,28,0.0019591379792891126,20150810,20151129,3.9642857142857144
1081,4264,125,2367,0.21145256387350367,20150810,20151130,0.04731727925644275
1082,278,25,131,0.01427792915531335,20150810,20151130,0.8549618320610687
1083,8771,437,55,0.008822585819698428,20150810,20151108,1.6363636363636365
1084,1845,333,243,0.1116214974735875,20150810,20151130,0.4609053497942387
1085,8870,172,1,2.5295962764342812e-05,20150810,20150810,0.0
1086,2580,333,94,0.04317868626550299,20150810,20151129,1.1808510638297873
1087,7148,60,8,0.0007576475044985321,20150810,20150811,0.125
1088,8479,360,90,0.00673551863493489,20150810,20151104,0.9555555555555556
1089,820,360,1660,0.12423289926657687,20150810,20151130,0.06746987951807229
1090,602,91,25,0.0009376992610929823,20150810,20151130,4.48
1091,9136,168,9,0.007211538461538462,20150810,20151122,11.555555555555555
1092,314,192,14,0.004454342984409799,20150810,20151125,7.642857142857143
1093,3384,82,365,0.12530037761757637,20150811,20151130,0.3041095890410959
1094,5763,88,528,0.05198897203623474,20150811,20151130,0.21022727272727273
1095,346,262,79,0.0046252927400468385,20150811,20151129,1.3924050632911393
1096,4117,17,2,0.000185459940652819,20150811,20150826,7.5
1097,7493,346,9,0.0008582872401296967,20150811,20151119,11.11111111111111
1098,8479,130,14,0.0036147689129873485,20150811,20151004,3.857142857142857
1099,159,324,9,0.025423728813559324,20150811,20150814,0.3333333333333333
1100,8479,60,18,0.0017047068851216971,20150811,20151104,4.722222222222222
1101,8707,162,2,0.0007911392405063291,20150811,20150811,0.0
1102,184,82,31,0.010641949879848954,20150811,20151130,3.5806451612903225
1103,116,490,77,0.02175755863238203,20150811,20151127,1.4025974025974026
1104,5740,455,2,0.001304631441617743,20150811,20150916,18.0
1105,7340,410,195,0.0364009706925518,20150811,20151128,0.558974358974359
1106,7341,262,83,0.004859484777517564,20150811,20150826,0.18072289156626506
1107,870,410,28,0.0052268060481612845,20150811,20151121,3.642857142857143
1108,4845,37,17,0.06390977443609022,20150811,20151127,6.352941176470588
1109,345,178,471,0.10741163055872292,20150811,20151130,0.2356687898089172
1110,4342,339,589,0.07570694087403598,20150811,20151130,0.18845500848896435
1111,7604,378,7,0.0018281535648994515,20150811,20151123,14.857142857142858
1112,1624,287,238,0.12081218274111676,20150811,20151130,0.46638655462184875
1113,464,461,122,0.00776130797124499,20150811,20151129,0.9016393442622951
1114,6054,197,97,0.005050768029159073,20150811,20151130,1.1443298969072164
1115,4929,91,34,0.001275270995086456,20150811,20151127,3.176470588235294
1116,2543,40,37,0.016045099739809193,20150811,20151130,3.0
1117,4264,120,837,0.7941176470588235,20150811,20151130,0.13261648745519714
1118,6222,6,111,0.002094972067039106,20150811,20151130,1.0
1119,4264,60,1636,0.1549389146699498,20150811,20151130,0.0678484107579462
1120,8275,138,173,0.0024052163999610716,20150811,20151130,0.6416184971098265
1121,204,461,85,0.005407468668490362,20150811,20151130,1.3058823529411765
1122,2419,190,250,0.014124293785310734,20150811,20151130,0.444
1123,7701,253,1,0.0006925207756232687,20150812,20150812,0.0
1124,1862,482,14,0.004286589099816289,20150812,20151130,7.857142857142857
1125,1102,378,6,0.0015669887699138157,20150812,20150813,0.16666666666666666
1126,3000,468,2,0.0012345679012345679,20150812,20150812,0.0
1127,1503,76,650,0.04729336437718277,20150812,20151130,0.16923076923076924
1128,731,82,2,0.0006865774116031583,20150812,20150812,0.0
1129,1071,106,50,0.0687757909215956,20150812,20151128,2.16
1130,4000,114,8,0.0012416576129132392,20150812,20151004,6.625
1131,2446,6,21,0.0003963460667371282,20150812,20150909,1.3333333333333333
1132,3613,378,79,0.02063201880386524,20150812,20151127,1.3544303797468353
1133,6154,362,4,0.0017035775127768314,20150812,20150825,3.25
1134,4126,372,3,0.00031914893617021275,20150812,20150827,5.0
1135,4142,461,2,0.00012723455690565557,20150812,20150820,4.0
1136,7929,331,18,0.2903225806451613,20150812,20151126,5.888888888888889
1137,2814,57,31,0.004442533677271424,20150812,20151128,3.4838709677419355
1138,6908,57,13,0.0018629979936944684,20150812,20151017,5.076923076923077
1139,2953,67,11,0.009598603839441536,20150812,20151127,9.727272727272727
1140,2283,91,1,3.750797044371929e-05,20150812,20150812,0.0
1141,9931,17,3,0.0002781899109792285,20150812,20150831,6.333333333333333
1142,9759,337,4,0.00016007683688170322,20150812,20150821,2.25
1143,1220,337,21,0.0008404033936289419,20150812,20151128,5.142857142857143
1144,9104,169,5,0.027472527472527472,20150812,20151106,17.2
1145,807,324,2,0.005649717514124294,20150812,20150812,0.0
1146,4264,17,1790,0.165986646884273,20150812,20151130,0.061452513966480445
1147,236,120,11,0.010436432637571158,20150812,20151126,9.636363636363637
1148,2125,337,250,0.01000480230510645,20150813,20151129,0.432
1149,5720,124,57,0.054079696394686905,20150813,20151130,1.912280701754386
1150,6258,448,22,0.010956175298804782,20150813,20151121,4.545454545454546
1151,7827,355,59,0.011476366465668159,20150813,20151127,1.7966101694915255
1152,7970,337,149,0.005962862173843445,20150813,20151025,0.4899328859060403
1153,1590,162,8,0.0031645569620253164,20150813,20151128,13.375
1154,6417,15,56,0.019330341732827064,20150813,20151128,1.9107142857142858
1155,4687,108,3,0.02586206896551724,20150813,20150815,0.6666666666666666
1156,5720,369,86,0.0723905723905724,20150813,20151130,1.2674418604651163
1157,735,188,306,0.017266674190271978,20150813,20151130,0.3562091503267974
1158,5244,172,61,0.0015430537286249115,20150813,20151130,1.7868852459016393
1159,1128,287,1,0.0005076142131979696,20150813,20150813,0.0
1160,7184,245,2,0.0010240655401945725,20150813,20151107,43.0
1161,4307,468,19,0.011728395061728396,20150813,20151127,5.578947368421052
1162,9207,17,15,0.0013909495548961425,20150813,20151130,7.266666666666667
1163,9857,402,2,0.0005979073243647235,20150813,20150911,14.5
1164,735,362,50,0.02129471890971039,20150813,20151125,2.08
1165,4304,158,6,0.011787819253438114,20150813,20150921,6.5
1166,3630,33,47,0.0036215133302511943,20150814,20151130,2.297872340425532
1167,1147,162,33,0.01305379746835443,20150814,20151127,3.1818181818181817
1168,9236,197,34,0.0017703722988804999,20150814,20151130,3.176470588235294
1169,6116,372,206,0.021914893617021276,20150814,20151130,0.5242718446601942
1170,3760,216,53,0.003708368317940106,20150814,20151129,2.018867924528302
1171,2729,132,2,0.0003900916715428126,20150814,20150814,0.0
1172,5769,215,34,0.15668202764976957,20150814,20151129,3.1470588235294117
1173,245,6,14,0.00026423071115808545,20150814,20151122,7.142857142857143
1174,437,172,49,0.0012395021754527977,20150814,20151123,2.061224489795918
1175,4348,245,3,0.0015360983102918587,20150814,20150814,0.0
1176,4697,245,8,0.00409626216077829,20150814,20151115,11.625
1177,6654,216,129,0.009026028547439127,20150814,20151128,0.8217054263565892
1178,2289,213,6,0.0008658008658008658,20150814,20151127,17.5
1179,5060,213,1,0.0001443001443001443,20150814,20150814,0.0
1180,5707,265,86,0.014165705814528085,20150814,20151029,0.8837209302325582
1181,116,360,27,0.002020655590480467,20150814,20151116,3.4814814814814814
1182,8052,158,4,0.007858546168958742,20150814,20150817,0.75
1183,5845,82,4,0.0013731548232063166,20150814,20150930,11.75
1184,1747,88,186,0.018314296967309966,20150814,20151130,0.5806451612903226
1185,9580,172,99,0.002504300313669938,20150814,20151130,1.0909090909090908
1186,2419,348,673,0.02730001622586403,20150814,20151130,0.16047548291233285
1187,7155,249,335,0.08220858895705521,20150814,20151130,0.32238805970149254
1188,7155,410,267,0.04984132910210939,20150814,20151129,0.40074906367041196
1189,5613,324,7,0.01977401129943503,20150814,20150816,0.2857142857142857
1190,596,49,63,0.013251998317206562,20150814,20151128,1.6825396825396826
1191,318,60,14,0.001325883132872431,20150814,20151126,7.428571428571429
1192,8479,249,89,0.021840490797546012,20150814,20151129,1.202247191011236
1193,7488,88,59,0.005809373769200473,20150814,20151127,1.7796610169491525
1194,4039,82,5,0.0017164435290078957,20150814,20150817,0.6
1195,4062,82,37,0.012701682114658427,20150814,20151130,2.918918918918919
1196,2330,172,45,0.0011383183243954265,20150814,20151129,2.3777777777777778
1197,1474,211,14,0.0603448275862069,20150814,20151031,5.571428571428571
1198,8373,211,1,0.004310344827586207,20150814,20150814,0.0
1199,3571,164,32,0.03368421052631579,20150814,20151115,2.90625
1200,780,330,5,0.00039853339709867687,20150814,20150829,3.0
1201,9236,348,1167,0.04733895829952945,20150814,20151130,0.09254498714652956
1202,898,348,25,0.0010141165017037157,20150814,20151121,3.96
1203,8479,348,107,0.004340418627291904,20150814,20151103,0.7570093457943925
1204,2089,348,3437,0.13942073665422683,20150814,20151130,0.03142275240034914
1205,5427,461,14,0.000890641898339589,20150814,20151124,7.285714285714286
1206,962,254,9,0.0006391137622496804,20150814,20151018,7.222222222222222
1207,6090,91,2,7.501594088743858e-05,20150814,20150814,0.0
1208,278,272,56,0.0026557905719434695,20150815,20151129,1.8928571428571428
1209,7682,348,117,0.00474606522797339,20150815,20151128,0.8974358974358975
1210,7791,178,1,0.00022805017103762827,20150815,20150815,0.0
1211,456,461,121,0.007697690692792162,20150815,20151130,0.8842975206611571
1212,3527,25,529,0.0576566757493188,20150815,20151130,0.20226843100189035
1213,663,355,3,0.000583544057576347,20150815,20150917,11.0
1214,6036,461,134,0.008524715312678923,20150815,20151130,0.7985074626865671
1215,4264,69,1729,0.19046045384445914,20150815,20151130,0.061885482938114515
1216,1061,88,358,0.03525009846396219,20150815,20151130,0.2988826815642458
1217,332,65,5,0.004409171075837742,20150815,20151130,21.4
1218,189,339,127,0.016323907455012852,20150815,20151130,0.84251968503937
1219,6890,345,35,0.021806853582554516,20150815,20151121,2.8
1220,9817,448,7,0.0034860557768924302,20150815,20151129,15.142857142857142
1221,1285,93,3,0.008695652173913044,20150815,20150918,11.333333333333334
1222,7755,442,410,0.24004683840749413,20150815,20151130,0.26097560975609757
1223,4862,262,7,0.0004098360655737705,20150815,20151108,12.142857142857142
1224,5653,162,13,0.005142405063291139,20150815,20151130,8.23076923076923
1225,7801,163,11,0.004757785467128028,20150815,20151110,7.909090909090909
1226,5525,132,8,0.0015603666861712503,20150815,20151118,11.875
1227,6098,214,2,0.0006339144215530904,20150815,20151116,46.5
1228,3527,254,498,0.035364294844482315,20150815,20151130,0.21485943775100402
1229,9624,216,131,0.009165966974531207,20150815,20151130,0.816793893129771
1230,4264,371,1152,0.10154252974878801,20150815,20151130,0.09288194444444445
1231,8731,91,2,7.501594088743858e-05,20150815,20150908,12.0
1232,7535,114,10,0.0015520720161415489,20150815,20151011,5.7
1233,4693,490,37,0.010454930771404351,20150815,20151124,2.72972972972973
1234,305,364,8,0.011396011396011397,20150815,20151129,13.25
1235,1021,40,44,0.019080659150043366,20150815,20151120,2.2045454545454546
1236,116,272,113,0.005359005975528787,20150815,20151009,0.48672566371681414
1237,2894,112,54,0.006527257343164511,20150815,20151130,1.9814814814814814
1238,8720,235,5,0.1111111111111111,20150815,20151128,21.0
1239,9091,112,5,0.0006043756799226399,20150815,20150901,3.4
1240,820,161,491,0.814262023217247,20150816,20151130,0.2158859470468432
1241,8209,490,24,0.006781576716586606,20150816,20151127,4.291666666666667
1242,7189,162,6,0.0023734177215189874,20150816,20151130,17.666666666666668
1243,4506,162,3,0.0011867088607594937,20150816,20151027,24.0
1244,3899,490,29,0.008194405199208816,20150816,20151129,3.6206896551724137
1245,278,410,86,0.01605376143363823,20150816,20151129,1.2209302325581395
1246,1748,287,41,0.02081218274111675,20150816,20151103,1.9268292682926829
1247,6563,337,53,0.0021210180886825675,20150816,20151130,2.0
1248,5181,339,8,0.0010282776349614395,20150816,20150926,5.125
1249,278,238,112,0.9333333333333333,20150816,20151130,0.9464285714285714
1250,1124,91,85,0.0031881774877161395,20150816,20151130,1.2470588235294118
1251,5496,132,14,0.002730641700799688,20150816,20151121,6.928571428571429
1252,8479,146,31,0.009606445615122404,20150816,20151028,2.3548387096774195
1253,8433,461,7,0.0004453209491697945,20150816,20151113,12.714285714285714
1254,5034,50,13,0.09923664122137404,20150816,20151123,7.615384615384615
1255,1164,213,60,0.008658008658008658,20150816,20151129,1.75
1256,2514,125,1,8.933357155619081e-05,20150816,20150816,0.0
1257,3727,423,83,0.02014074253821888,20150816,20151130,1.2771084337349397
1258,3436,340,7,0.00044617247753202884,20150816,20150906,3.0
1259,9236,205,57,0.456,20150816,20151125,1.7719298245614035
1260,9236,6,53,0.0010003019779556092,20150816,20151130,2.0
1261,1878,404,14,0.0020331106593087424,20150816,20150819,0.21428571428571427
1262,4264,358,557,0.35164141414141414,20150816,20151130,0.19030520646319568
1263,982,133,10,0.017391304347826087,20150816,20151025,7.0
1264,1657,340,145,0.009242144177449169,20150817,20151130,0.7241379310344828
1265,4785,206,31,0.2627118644067797,20150817,20151115,2.903225806451613
1266,14,15,99,0.034173282706247844,20150817,20151130,1.0606060606060606
1267,278,126,81,0.3568281938325991,20150817,20151128,1.271604938271605
1268,8914,120,6,0.0056925996204933585,20150817,20151109,14.0
1269,9205,337,8,0.00032015367376340644,20150817,20150917,3.875
1270,8479,324,38,0.10734463276836158,20150817,20151129,2.736842105263158
1271,2808,333,5,0.0022967386311437757,20150817,20150903,3.4
1272,375,321,115,1.0,20150817,20151129,0.9043478260869565
1273,1061,17,576,0.05341246290801187,20150817,20151130,0.18229166666666666
1274,4264,346,2086,0.19893190921228304,20150817,20151130,0.050335570469798654
1275,4264,63,1115,0.1450123553127845,20150817,20151130,0.09417040358744394
1276,1040,337,138,0.005522650872418761,20150817,20151130,0.7608695652173914
1277,4264,429,485,0.3750966744006187,20150817,20151130,0.21649484536082475
1278,9905,454,36,0.004784688995215311,20150817,20151130,2.9166666666666665
1279,9236,146,94,0.02912922218779052,20150817,20151130,1.1170212765957446
1280,7170,410,11,0.002053388090349076,20150817,20151129,9.454545454545455
1281,413,138,73,0.001014917902873747,20150817,20151130,1.4383561643835616
1282,278,65,48,0.042328042328042326,20150817,20151130,2.1875
1283,3045,44,120,0.03993344425956739,20150817,20151128,0.8583333333333333
1284,4264,197,1440,0.07498047383493882,20150817,20151130,0.07291666666666667
1285,4264,246,385,0.0855935971542908,20150817,20151130,0.2727272727272727
1286,5689,254,6,0.00042607584149978694,20150817,20150930,7.333333333333333
1287,9031,441,171,0.006928687196110211,20150817,20151130,0.6140350877192983
1288,8840,48,14,0.024013722126929673,20150817,20151120,6.785714285714286
1289,4264,254,3201,0.22731146144013634,20150817,20151130,0.03280224929709466
1290,278,188,95,0.005360568784561562,20150817,20151130,1.105263157894737
1291,7540,6,42,0.0007926921334742564,20150817,20151129,2.4761904761904763
1292,3849,195,17,0.034482758620689655,20150817,20151018,3.6470588235294117
1293,1853,6,20,0.0003774724445115507,20150818,20151022,3.25
1294,3656,52,56,0.004370561148833216,20150818,20151113,1.5535714285714286
1295,2294,112,93,0.011241387646561102,20150818,20151130,1.118279569892473
1296,561,6,574,0.010833459157481504,20150818,20151130,0.18118466898954705
1297,1522,63,27,0.00351150994927819,20150818,20151004,1.7407407407407407
1298,539,239,198,0.04203821656050955,20150818,20151129,0.5202020202020202
1299,278,322,51,0.0076818798011748755,20150818,20151130,2.0392156862745097
1300,8697,277,17,0.005610561056105611,20150818,20151123,5.705882352941177
1301,4264,272,525,0.02489803661197003,20150818,20151130,0.1980952380952381
1302,6372,461,11,0.0006997900629811056,20150818,20151109,7.545454545454546
1303,4810,340,72,0.004589202626043725,20150818,20151130,1.4444444444444444
1304,9847,57,10,0.0014330753797649756,20150818,20150818,0.0
1305,2245,106,7,0.009628610729023384,20150818,20151129,14.714285714285714
1306,2400,106,24,0.033012379642365884,20150818,20151126,4.166666666666667
1307,9011,340,216,0.013767607878131175,20150818,20151130,0.48148148148148145
1308,7707,350,8,0.055944055944055944,20150818,20150819,0.125
1309,7222,76,1,7.275902211874272e-05,20150818,20150818,0.0
1310,5469,84,245,0.009629746089143935,20150818,20151130,0.42448979591836733
1311,1756,333,6,0.002756086357372531,20150818,20151022,10.833333333333334
1312,4605,106,16,0.02200825309491059,20150818,20151128,6.375
1313,1344,164,64,0.06736842105263158,20150818,20151130,1.625
1314,9882,372,2606,0.2772340425531915,20150818,20151130,0.039907904834996163
1315,1105,245,75,0.03840245775729647,20150818,20151128,1.36
1316,4622,339,2,0.0002570694087403599,20150818,20150819,0.5
1317,2657,245,153,0.07834101382488479,20150818,20151130,0.6797385620915033
1318,7883,82,2,0.0006865774116031583,20150818,20150926,19.5
1319,6312,262,278,0.016276346604215456,20150818,20151130,0.37410071942446044
1320,214,17,14,0.0012982195845697329,20150818,20151127,7.214285714285714
1321,278,480,35,0.003267668751750537,20150818,20151129,2.942857142857143
1322,2832,162,1,0.00039556962025316455,20150818,20150818,0.0
1323,6604,262,207,0.01211943793911007,20150819,20151128,0.48792270531400966
1324,799,82,14,0.004806041881222108,20150819,20151130,7.357142857142857
1325,6965,76,158,0.01149592549476135,20150819,20151130,0.6518987341772152
1326,1061,69,383,0.04218990967173386,20150819,20151130,0.2689295039164491
1327,5819,326,174,0.12393162393162394,20150819,20151130,0.5919540229885057
1328,5511,63,19,0.0024710625568994666,20150819,20151126,5.2105263157894735
1329,285,245,104,0.05325140809011777,20150819,20151130,0.9903846153846154
1330,1368,214,17,0.005388272583201268,20150819,20151128,5.9411764705882355
1331,51,63,400,0.052022369618936144,20150819,20151129,0.255
1332,7374,482,1936,0.5927740355174526,20150819,20151130,0.05320247933884298
1333,9882,111,380,0.7465618860510805,20150819,20151130,0.2710526315789474
1334,391,337,19,0.0007603649751880902,20150819,20151106,4.157894736842105
1335,499,102,33,0.03139866793529972,20150819,20151124,2.9393939393939394
1336,1012,172,978,0.02473945158352727,20150819,20151130,0.10531697341513292
1337,394,410,9,0.0016800448011946986,20150819,20151122,10.555555555555555
1338,187,355,124,0.02411982104648901,20150819,20151128,0.8145161290322581
1339,5819,13,85,0.4187192118226601,20150819,20151130,1.2117647058823529
1340,4593,94,19,0.10106382978723404,20150819,20151127,5.2631578947368425
1341,1325,324,8,0.022598870056497175,20150819,20151109,10.25
1342,9442,480,55,0.005134908038465129,20150819,20151130,1.8727272727272728
1343,286,57,14,0.002006305531670966,20150819,20151129,7.285714285714286
1344,278,122,146,0.9419354838709677,20150819,20151130,0.7054794520547946
1345,535,157,11,0.024830699774266364,20150819,20151029,6.454545454545454
1346,8111,360,72,0.005388414907947912,20150819,20151128,1.4027777777777777
1347,3676,490,9,0.002543091268719977,20150819,20151107,8.88888888888889
1348,4288,410,1,0.00018667164457718873,20150819,20150819,0.0
1349,587,378,55,0.014364063724209977,20150819,20151128,1.8363636363636364
1350,7210,6,3,5.66208666767326e-05,20150819,20151124,32.333333333333336
1351,101,78,39,0.0037695727817514016,20150819,20151123,2.4615384615384617
1352,9587,15,4,0.001380738695201933,20150819,20151020,15.5
1353,873,17,14,0.0012982195845697329,20150819,20151129,7.285714285714286
1354,1988,132,845,0.16481373122683832,20150819,20151130,0.12189349112426036
1355,818,364,16,0.022792022792022793,20150819,20151021,3.9375
1356,35,57,53,0.007595299512754371,20150819,20151127,1.8867924528301887
1357,3959,76,22,0.0016006984866123398,20150819,20151121,4.2727272727272725
1358,2752,410,12,0.002240059734926265,20150819,20151124,8.083333333333334
1359,278,461,61,0.003880653985622495,20150819,20151129,1.6721311475409837
1360,3873,6,194,0.0036614827117620414,20150820,20151127,0.5103092783505154
1361,9882,301,282,0.36671001300390116,20150820,20151130,0.3617021276595745
1362,5818,133,106,0.18434782608695652,20150820,20151130,0.9622641509433962
1363,8096,132,14,0.002730641700799688,20150820,20151122,6.714285714285714
1364,4264,332,444,0.1440155692507298,20150820,20151130,0.22972972972972974
1365,6863,172,37,0.000935950622280684,20150820,20151128,2.7027027027027026
1366,3536,82,42,0.014418125643666324,20150820,20151128,2.380952380952381
1367,7184,378,20,0.005223295899712719,20150820,20151130,5.1
1368,9896,330,19,0.001514426908974972,20150820,20151129,5.315789473684211
1369,7970,25,23,0.0025068119891008176,20150820,20151015,2.4347826086956523
1370,400,40,197,0.08542931483087597,20150820,20151130,0.5177664974619289
1371,9261,81,22,0.010054844606946984,20150820,20151127,4.5
1372,278,84,77,0.0030264916280166652,20150820,20151130,1.3246753246753247
1373,788,245,4,0.002048131080389145,20150820,20150825,1.25
1374,2491,114,10,0.0015520720161415489,20150820,20151030,7.1
1375,5657,446,9,0.0010291595197255575,20150820,20151130,11.333333333333334
1376,9688,277,1,0.00033003300330033004,20150820,20150820,0.0
1377,2196,52,68,0.005307109966440334,20150820,20151128,1.4705882352941178
1378,3014,108,21,0.1810344827586207,20150820,20151126,4.666666666666667
1379,233,216,50,0.003498460677301987,20150820,20151124,1.92
1380,4038,88,34,0.00334777471445451,20150820,20151129,2.9705882352941178
1381,380,480,24,0.002240687144057511,20150820,20151123,3.9583333333333335
1382,8402,448,7,0.0034860557768924302,20150820,20151119,13.0
1383,4720,348,38,0.001541457082589648,20150820,20151006,1.236842105263158
1384,6070,49,9,0.0018931426167437947,20150820,20151119,10.11111111111111
1385,4264,34,135,0.05567010309278351,20150820,20151130,0.7555555555555555
1386,367,216,41,0.0028687377553876293,20150820,20151130,2.4878048780487805
1387,8061,162,29,0.011471518987341773,20150820,20151129,3.4827586206896552
1388,7054,441,83,0.0033630470016207457,20150820,20151130,1.2289156626506024
1389,378,410,48,0.00896023893970506,20150820,20151125,2.0208333333333335
1390,2408,88,27,0.00265852697912564,20150820,20151127,3.6666666666666665
1391,1958,63,307,0.03992716868253349,20150821,20151130,0.3289902280130293
1392,315,6,592,0.0111731843575419,20150821,20151130,0.17060810810810811
1393,6114,172,163,0.004123241930587878,20150821,20151130,0.6196319018404908
1394,2282,355,10,0.0019451468585878235,20150821,20151125,9.6
1395,47,330,42,0.003347680535628886,20150821,20151130,2.4047619047619047
1396,628,441,460,0.018638573743922204,20150821,20151130,0.21956521739130436
1397,5811,178,28,0.0063854047890535915,20150821,20151130,3.607142857142857
1398,4138,178,6,0.0013683010262257698,20150821,20150901,1.8333333333333333
